date,timezone_type,timezone,open,high,low,close,adjClose,volume
2022-11-14 00:00:00.000000,3,UTC,148.970001,150.279999,147.429993,148.279999,148.279999,73374100
2022-11-15 00:00:00.000000,3,UTC,152.220001,153.589996,148.559998,150.039993,150.039993,89868300
2022-11-16 00:00:00.000000,3,UTC,149.130005,149.869995,147.289993,148.789993,148.789993,64218300
2022-11-17 00:00:00.000000,3,UTC,146.429993,151.479996,146.149994,150.720001,150.720001,80389400
2022-11-18 00:00:00.000000,3,UTC,152.309998,152.699997,149.970001,151.289993,151.289993,74794600
